date_extracted,paid_price
2024-06-07,589.98
2024-06-08,780.39
2024-06-09,586.94
2024-06-10,1029.96
2024-06-11,1412.59
2024-06-12,1129.3
2024-06-13,989.7
2024-06-14,866.75
2024-06-15,731.28
2024-06-16,1097.74
2024-06-17,1048.25
2024-06-18,1046.45
2024-06-19,1224.67
2024-06-20,796.53
2024-06-21,1289.64
2024-06-22,747.35
2024-06-23,896.85
2024-06-24,1458.24
2024-06-25,573.17
2024-06-26,881.9499999999999
2024-06-27,886.34
2024-06-28,508.94000000000005
2024-06-29,1281.6100000000001
2024-06-30,1285.08
2024-07-01,1271.95
2024-07-02,1095.81
2024-07-03,1289.04
2024-07-04,952.98
2024-07-05,1148.6
2024-07-06,863.73
2024-07-07,899.28
2024-07-08,954.87
2024-07-09,1464.34
2024-07-10,1120.05
2024-07-11,1022.99
2024-07-12,1095.54
2024-07-13,1811.69
2024-07-14,1014.72
2024-07-15,833.53
2024-07-16,1138.79
2024-07-17,1141.8
2024-07-18,1716.24
2024-07-19,1195.48
2024-07-20,998.88
2024-07-21,1809.8899999999999
2024-07-22,2060.64
2024-07-23,1269.48
2024-07-24,1305.01
2024-07-25,1140.87
2024-07-26,1003.89
2024-07-27,946.6199999999999
2024-07-28,1811.93
2024-07-29,1430.97
2024-07-30,1690.47
2024-07-31,1404.83
2024-08-01,1644.32
2024-08-02,1065.44
2024-08-03,1861.48
2024-08-04,1520.57
2024-08-05,1912.23
2024-08-06,1585.3600000000001
2024-08-07,1613.14
2024-08-08,1181.73
2024-08-09,1929.41
2024-08-10,1857.83
2024-08-11,1319.41
2024-08-12,2757.49
2024-08-13,1567.3
2024-08-14,1011.3
2024-08-15,1393.0
2024-08-16,1419.24
2024-08-17,1642.95
2024-08-18,2061.97
2024-08-19,1350.68
2024-08-20,1228.94
2024-08-21,1258.27
2024-08-22,1734.53
2024-08-23,1435.27
2024-08-24,1864.72
2024-08-25,1451.93
2024-08-26,1236.3600000000001
2024-08-27,1365.35
2024-08-28,1349.72
2024-08-29,1983.28
2024-08-30,2631.08
2024-08-31,1595.92
2024-09-01,1461.14
2024-09-02,1381.1399999999999
2024-09-03,1405.41
2024-09-04,1887.29
2024-09-05,2300.88
2024-09-06,1925.97
2024-09-07,1502.04
2024-09-08,1802.81
2024-09-09,1921.01
2024-09-10,1568.51
2024-09-11,2316.75
2024-09-12,4046.35
2024-09-13,2007.09
2024-09-14,1988.54
2024-09-15,2246.08
2024-09-16,2380.04
2024-09-17,1278.25
2024-09-18,2477.89
2024-09-19,1663.7
2024-09-20,1404.14
2024-09-21,2336.11
2024-09-22,1909.99
2024-09-23,1797.0
2024-09-24,2447.34
2024-09-25,2858.86
2024-09-26,2321.92
2024-09-27,2926.2
2024-09-28,1788.41
2024-09-29,2766.77
2024-09-30,1782.93
2024-10-01,2340.97
2024-10-02,1453.93
2024-10-03,1926.69
2024-10-04,2107.93
2024-10-05,2577.58
2024-10-06,2257.18
2024-10-07,2295.21
2024-10-08,1736.5
2024-10-09,2519.11
2024-10-10,2393.29
2024-10-11,2070.7
2024-10-12,1736.07
2024-10-13,2181.77
2024-10-14,2350.15
2024-10-15,3036.47
2024-10-16,1659.27
2024-10-17,1848.67
2024-10-18,1281.26
2024-10-19,2163.22
2024-10-20,2536.5
2024-10-21,2112.23
2024-10-22,1659.26
2024-10-23,2095.17
2024-10-24,2127.43
2024-10-25,2027.24
2024-10-26,2912.36
2024-10-27,868.81
2024-10-28,2220.81
2024-10-29,2222.51
2024-10-30,2182.82
2024-10-31,1692.98
2024-11-01,1502.77
2024-11-02,3038.64
2024-11-03,2644.57
2024-11-04,2092.06
2024-11-05,2845.5
2024-11-06,2607.42
2024-11-07,1917.68
2024-11-08,2210.5299999999997
2024-11-09,2321.0
2024-11-10,2314.2
2024-11-11,2794.2400000000002
2024-11-12,2433.52
2024-11-13,2277.38
2024-11-14,1424.26
2024-11-15,3676.92
2024-11-16,1734.42
2024-11-17,2893.73
2024-11-18,1892.46
2024-11-19,2417.5
2024-11-20,2015.94
2024-11-21,3589.19
2024-11-22,1612.03
2024-11-23,1628.64
2024-11-24,2129.62
2024-11-25,1379.56
2024-11-26,1758.0
2024-11-27,2183.49
2024-11-28,1579.6399999999999
2024-11-29,2537.05
2024-11-30,2126.76
2024-12-01,2030.26
2024-12-02,3150.16
2024-12-03,3307.2400000000002
2024-12-04,2613.95
2024-12-05,2027.37
2024-12-06,2308.48
2024-12-07,2535.49
2024-12-08,2285.27
2024-12-09,1184.34
2024-12-10,2693.72
2024-12-11,1745.6100000000001
2024-12-12,2076.33
2024-12-13,2444.98
2024-12-14,3514.39
2024-12-15,2305.55
2024-12-16,1821.4199999999998
2024-12-17,1813.3
2024-12-18,1894.51
2024-12-19,2433.42
2024-12-20,2370.24
2024-12-21,1624.65
2024-12-22,2382.27
2024-12-23,2628.11
2024-12-24,1810.81
2024-12-25,3572.11
2024-12-26,2724.18
2024-12-27,2124.25
2024-12-28,2713.97
2024-12-29,2787.8199999999997
2024-12-30,2525.82
2024-12-31,2268.95
2025-01-01,2563.8
2025-01-02,2125.11
2025-01-03,1826.64
2025-01-04,1993.24
2025-01-05,1945.51
2025-01-06,2031.83
2025-01-07,2509.13
2025-01-08,1554.35
2025-01-09,3419.67
2025-01-10,2536.74
2025-01-11,2105.52
2025-01-12,1572.94
2025-01-13,1992.66
2025-01-14,2832.33
2025-01-15,2845.39
2025-01-16,2641.55
2025-01-17,3323.94
2025-01-18,2108.81
2025-01-19,1202.76
2025-01-20,3559.5299999999997
2025-01-21,1788.07
2025-01-22,1993.56
2025-01-23,2113.1
2025-01-24,2241.67
2025-01-25,2482.06
2025-01-26,2316.49
2025-01-27,1297.92
2025-01-28,2300.2000000000003
2025-01-29,3386.61
2025-01-30,2487.69
2025-01-31,2104.4
2025-02-01,2336.65
2025-02-02,2102.93
2025-02-03,1322.11
2025-02-04,1500.49
2025-02-05,2513.99
2025-02-06,2445.03
2025-02-07,1427.29
2025-02-08,2755.86
2025-02-09,2778.51
2025-02-10,1616.58
2025-02-11,1587.85
2025-02-12,2112.29
2025-02-13,1525.54
2025-02-14,1524.21
2025-02-15,2082.31
2025-02-16,1438.82
2025-02-17,2024.9599999999998
2025-02-18,1950.48
2025-02-19,2091.49
2025-02-20,1846.83
2025-02-21,467.32
2025-02-22,1487.63
2025-02-23,1759.22
2025-02-24,1431.01
2025-02-25,1690.72
2025-02-26,2058.6
2025-02-27,1277.15
2025-02-28,2454.52
2025-03-01,1664.83
2025-03-02,1391.82
2025-03-03,1248.37
2025-03-04,1809.09
2025-03-05,1427.94
2025-03-06,1578.2
2025-03-07,1664.82
2025-03-08,1743.98
2025-03-09,1865.28
2025-03-10,2350.12
2025-03-11,2085.25
2025-03-12,1748.19
2025-03-13,2098.38
2025-03-14,1743.03
2025-03-15,1578.28
2025-03-16,1868.8
2025-03-17,1372.94
2025-03-18,1047.69
2025-03-19,1884.31
2025-03-20,2178.62
2025-03-21,2443.22
2025-03-22,1121.38
2025-03-23,1352.56
2025-03-24,1904.5
2025-03-25,1329.32
2025-03-26,830.54
2025-03-27,2587.79
2025-03-28,1570.71
2025-03-29,1256.0
2025-03-30,1239.81
2025-03-31,1832.6
2025-04-01,991.96
2025-04-02,2034.06
2025-04-03,1061.47
2025-04-04,1060.19
2025-04-05,1720.35
2025-04-06,1389.54
2025-04-07,2107.73
2025-04-08,1755.34
2025-04-09,1451.59
2025-04-10,1403.6
2025-04-11,1424.8400000000001
2025-04-12,1281.4299999999998
2025-04-13,2288.93
2025-04-14,1196.45
2025-04-15,832.1800000000001
2025-04-16,998.84
2025-04-17,2186.96
2025-04-18,1314.23
2025-04-19,773.8299999999999
2025-04-20,1512.14
2025-04-21,1254.07
2025-04-22,1228.52
2025-04-23,1379.07
2025-04-24,1576.5
2025-04-25,1096.82
2025-04-26,1668.47
2025-04-27,694.75
2025-04-28,1207.03
2025-04-29,1244.18
2025-04-30,1392.0900000000001
2025-05-01,980.57
2025-05-02,897.89
2025-05-03,965.5899999999999
2025-05-04,572.84
2025-05-05,1364.8
2025-05-06,1477.93
2025-05-07,1623.7
2025-05-08,577.54
2025-05-09,968.28
2025-05-10,711.87
2025-05-11,1045.87
2025-05-12,1202.9
2025-05-13,1399.47
2025-05-14,890.03
2025-05-15,1376.9
2025-05-16,663.15
2025-05-17,634.6800000000001
2025-05-18,1128.13
2025-05-19,1120.16
2025-05-20,997.31
2025-05-21,838.05
2025-05-22,1089.24
2025-05-23,861.78
2025-05-24,886.13
2025-05-25,368.84000000000003
2025-05-26,1374.44
2025-05-27,2215.94
2025-05-28,1400.04
2025-05-29,420.53999999999996
2025-05-30,679.13
2025-05-31,703.72
2025-06-01,383.94
2025-06-02,556.18
2025-06-03,633.29
2025-06-04,948.28
2025-06-05,946.4300000000001
2025-06-06,907.29
2025-06-07,915.39
2025-06-08,1167.58
2025-06-09,922.99
2025-06-10,551.71
2025-06-11,702.35
2025-06-12,228.53
2025-06-13,716.97
2025-06-14,556.65
2025-06-15,811.33
2025-06-16,402.04
2025-06-17,157.99
2025-06-18,336.99
2025-06-19,929.8199999999999
2025-06-20,343.23
2025-06-21,868.31
2025-06-22,473.01
2025-06-23,914.55
2025-06-24,720.3299999999999
2025-06-25,585.48
2025-06-26,666.55
2025-06-27,363.25
2025-06-28,667.8
2025-06-29,659.8
2025-06-30,945.25
2025-07-01,906.53
2025-07-02,381.59
2025-07-03,227.95
2025-07-04,451.29999999999995
2025-07-05,487.95
2025-07-06,355.24
2025-07-07,511.94
2025-07-08,315.74
2025-07-09,338.5
2025-07-10,1289.1599999999999
2025-07-11,668.6
2025-07-12,191.99
2025-07-13,150.6
2025-07-14,166.0
2025-07-15,537.6
2025-07-16,42.5
2025-07-17,467.5
2025-07-18,393.0
2025-07-19,510.84999999999997
2025-07-20,370.39
2025-07-21,264.48
2025-07-22,194.8
2025-07-23,482.4
2025-07-24,203.1
2025-07-25,643.05
2025-07-26,395.39
2025-07-27,228.8
2025-07-28,287.6
2025-07-29,452.15
2025-07-30,171.25
2025-07-31,296.0
2025-08-01,562.38
2025-08-02,438.86
2025-08-03,263.70000000000005
2025-08-04,455.13
2025-08-05,312.58
2025-08-06,216.1
2025-08-07,155.1
2025-08-08,320.47
2025-08-09,299.7
2025-08-10,293.28999999999996
2025-08-11,264.1
2025-08-12,272.44
2025-08-13,449.9
2025-08-14,195.5
2025-08-15,265.58
2025-08-16,349.8
2025-08-17,283.74
2025-08-18,128.0
2025-08-19,153.8
2025-08-20,115.8
2025-08-21,172.5
2025-08-22,78.25
2025-08-23,49.0
2025-08-24,146.0
2025-08-25,41.99
2025-08-26,229.1
2025-08-27,320.97
2025-08-28,49.5
2025-08-29,76.5
2025-08-30,64.5
2025-08-31,70.99
2025-09-01,79.8
2025-09-02,532.8
2025-09-03,244.5
2025-09-04,368.93
2025-09-06,49.25
2025-09-07,184.0
2025-09-09,107.49
2025-09-10,334.5
2025-09-11,15.5
2025-09-12,155.75
2025-09-13,308.99
2025-09-15,34.0
2025-09-16,296.2
2025-09-18,79.8
2025-09-19,58.25
2025-09-22,79.2
2025-09-23,33.75
2025-09-24,111.5
2025-09-25,105.0
2025-09-26,85.99
2025-09-28,40.5
2025-09-29,37.0
2025-09-30,58.0
2025-10-01,53.5
2025-10-02,68.5
2025-10-03,331.70000000000005
2025-10-04,117.5
2025-10-05,90.0
2025-10-06,126.30000000000001
2025-10-08,44.5
2025-10-12,86.4
2025-10-13,40.25
2025-10-14,665.45
2025-10-15,198.25
2025-10-17,84.99000000000001
2025-10-20,235.2
2025-10-22,18.5
2025-10-23,22.0
2025-10-28,65.99
2025-10-29,179.98
2025-11-02,136.5
2025-11-03,96.0
2025-11-04,91.2
2025-11-05,29.4
2025-11-07,49.0
2025-12-01,63.0
2025-12-03,24.25
